,tconst,averageRating,numVotes
1123820,tt5431890,7.3,51322
1123826,tt5431946,3.3,404
1123844,tt5432114,4.5,680
1123852,tt5432182,5.3,29
1123853,tt5432188,6.4,1068
1123862,tt5432342,4.6,154
1123885,tt5432624,7.9,76
1123897,tt5432712,6.8,1022
1123913,tt5433114,7.7,17739
1123914,tt5433138,5.2,151580
1123918,tt5433194,5.9,20
1123923,tt5433276,6.3,567
1123930,tt5433398,5.8,112
1123937,tt5433520,4.7,1046
1123981,tt5433884,5.1,503
1124023,tt5434870,6.3,3777
1124027,tt5434972,7.4,1759
1124033,tt5435084,6.3,1827
1124036,tt5435108,6.9,116
1124039,tt5435114,6.8,20
1124056,tt5435476,5.0,621
1124077,tt5435912,6.4,104
1124079,tt5436082,6.6,1221
1124084,tt5436228,6.6,7936
1124102,tt5436410,9.2,29
1124120,tt5436486,5.2,110
1124127,tt5436520,6.1,78
1124144,tt5436780,6.4,25
1124160,tt5437138,6.2,35
1124164,tt5437198,4.4,103
1124207,tt5437928,6.7,25344
1124255,tt5439424,7.4,159
1124256,tt5439426,7.8,41
1124295,tt5439796,7.0,156142
1124296,tt5439812,6.5,16137
1124347,tt5440516,5.0,140
1124353,tt5440598,6.4,8
1124355,tt5440620,5.1,60
1124357,tt5440656,6.4,14
1124359,tt5440700,7.3,21630
1124388,tt5441226,6.3,21
1124391,tt5441282,4.1,99
1124402,tt5441464,4.3,237
1124439,tt5442308,6.7,3205
1124443,tt5442430,6.6,241652
1124445,tt5442456,5.8,15416
1124459,tt5442626,3.2,208
1124464,tt5442674,7.2,27
1124469,tt5442884,6.5,96
1124478,tt5443130,6.7,270
1124484,tt5443266,6.2,68
1124485,tt5443280,6.2,20
1124487,tt5443372,4.3,216
1124502,tt5443474,3.9,74
1124510,tt5443630,6.2,75
1124512,tt5443684,5.5,30
1124567,tt5444410,6.6,14
1124571,tt5444454,7.0,10
1124577,tt5444480,7.8,7
1124608,tt5445056,6.8,176
1124609,tt5445072,3.0,16
1124610,tt5445074,4.6,1929
1124635,tt5445444,4.4,115
1124654,tt5445900,6.2,51
1124677,tt5446528,6.5,14
1124685,tt5446610,5.8,1193
1124708,tt5446838,6.4,34
1124731,tt5447140,4.2,126
1124786,tt5447816,6.8,374
1124787,tt5447818,7.3,10
1124790,tt5447852,8.4,59
1124822,tt5448246,5.7,214
1124829,tt5448338,5.9,1294
1124846,tt5448582,2.2,10
1124874,tt5448998,2.8,320
1124883,tt5449088,5.9,299
1124893,tt5449214,5.5,434
1124911,tt5449390,4.6,207
1124912,tt5449396,5.4,8
1124961,tt5450040,3.3,98
1124971,tt5450160,6.1,38
1124974,tt5450328,6.9,528
1124977,tt5450524,5.9,798
1124983,tt5450570,6.6,241
1125027,tt5451054,6.1,705
1125029,tt5451118,7.5,8465
1125038,tt5451244,6.5,6421
1125057,tt5451640,4.2,315
1125063,tt5451690,5.6,4241
1125086,tt5452210,6.7,3071
1125089,tt5452252,6.0,16
1125091,tt5452310,6.5,52
1125112,tt5452814,5.4,255
1125121,tt5452964,6.7,1539
1125130,tt5453522,5.7,3566
1125200,tt5454492,5.3,136
1125202,tt5454534,5.7,251
1125300,tt5455344,5.9,1730
1125305,tt5455426,5.3,308
1125326,tt5455878,7.1,235
1125331,tt5456104,6.2,1805
1125353,tt5456436,5.1,123
1125360,tt5456546,3.6,11261
1125377,tt5456782,7.8,14
1125379,tt5456798,5.5,1744
1125397,tt5457078,5.5,1063
1125401,tt5457222,2.8,359
1125404,tt5457252,6.3,101
1125419,tt5457454,3.3,906
1125420,tt5457484,3.2,1228
1125425,tt5457582,4.9,173
1125429,tt5457656,5.5,277
1125436,tt5457722,4.0,3578
1125440,tt5457772,6.6,6931
1125450,tt5457926,4.2,2467
1125459,tt5458088,8.0,4844
1125473,tt5458406,6.6,1145
1125475,tt5458424,5.5,41
1125492,tt5458566,5.3,2627
1125497,tt5458618,8.5,8
1125513,tt5458888,2.4,143
1125547,tt5459382,6.9,1952
1125548,tt5459388,2.4,228
1125563,tt5459620,4.4,133
1125575,tt5459730,7.6,146
1125622,tt5460068,6.0,1500
1125624,tt5460114,9.1,11
1125625,tt5460118,4.5,493
1125631,tt5460218,8.6,6
1125642,tt5460276,7.1,28159
1125657,tt5460416,5.8,111
1125658,tt5460418,6.3,33
1125665,tt5460508,6.0,4770
1125668,tt5460522,5.5,2730
1125669,tt5460530,5.2,8325
1125670,tt5460548,6.4,1143
1125672,tt5460658,8.2,16561
1125675,tt5460738,4.5,30
1125678,tt5460858,6.6,6764
1125679,tt5460880,6.4,11299
1125692,tt5461252,6.9,99
1125695,tt5461272,7.1,11
1125718,tt5461596,6.7,202
1125734,tt5461798,6.5,16
1125749,tt5461944,7.6,67607
1125751,tt5461956,5.1,8438
1125768,tt5462288,6.2,8032
1125772,tt5462326,5.6,25822
1125777,tt5462400,6.4,2240
1125780,tt5462464,5.9,2576
1125787,tt5462602,7.5,139878
1125813,tt5462882,6.2,167
1125815,tt5462892,7.0,271
1125818,tt5462906,5.9,306
1125831,tt5463088,7.1,309
1125832,tt5463114,6.2,37
1125840,tt5463162,7.6,611247
1125843,tt5463172,6.8,2215
1125858,tt5463370,6.5,239
1125860,tt5463378,6.6,2746
1125897,tt5464164,5.6,170
1125900,tt5464204,7.3,66
1125904,tt5464234,4.7,8382
1125905,tt5464242,7.1,96
1125914,tt5464344,5.2,38
1125977,tt5465334,7.4,83
1125979,tt5465370,5.9,4311
1126013,tt5465748,3.8,22
1126027,tt5465868,5.5,1562
1126032,tt5465970,3.9,1294
1126035,tt5465996,3.5,73
1126036,tt5466006,6.7,66
1126040,tt5466056,6.5,430
1126050,tt5466186,5.9,16673
1126055,tt5466340,2.6,146
1126068,tt5466514,4.7,79
1126097,tt5466826,3.1,58
1126110,tt5467140,6.4,196
1126127,tt5467376,5.9,26
1126137,tt5467458,5.5,26
1126146,tt5467554,6.1,2088
1126163,tt5467852,5.4,276
1126180,tt5467982,6.2,52
1126181,tt5468014,7.6,1174
1126182,tt5468016,7.1,1015
1126183,tt5468018,6.8,897
1126184,tt5468020,5.8,42
1126185,tt5468022,7.1,869
1126203,tt5468130,3.8,669
1126209,tt5468178,4.6,400
1126212,tt5468300,6.3,4049
1126217,tt5468386,8.0,31
1126245,tt5468728,7.0,26
1126262,tt5469480,5.2,60
1126266,tt5469884,6.0,145
1126268,tt5470178,4.8,464
1126269,tt5470222,3.2,2126
1126276,tt5470448,6.5,633
1126280,tt5470476,8.8,6
1126288,tt5470668,8.8,22
1126293,tt5470742,2.7,192
1126295,tt5471154,4.7,207
1126297,tt5471184,6.7,105
1126305,tt5471258,6.0,231
1126306,tt5471272,6.7,380
1126329,tt5471472,4.8,606
1126407,tt5472596,6.6,30
1126408,tt5472614,7.2,57
1126414,tt5472758,6.4,5576
1126420,tt5472896,4.2,761
1126428,tt5473040,3.6,97
1126430,tt5473074,5.0,15
1126431,tt5473090,5.6,2600
1126433,tt5473124,4.0,898
1126483,tt5473706,5.1,797
1126507,tt5473906,5.1,62
1126520,tt5474036,6.9,8936
1126522,tt5474042,4.6,7649
1126528,tt5474114,4.1,347
1126536,tt5474178,7.0,291
1126537,tt5474302,6.9,36
1126545,tt5474466,8.0,10
1126553,tt5474522,6.9,580
1126556,tt5474644,6.4,1577
1126569,tt5475002,6.3,306
1126597,tt5475468,5.0,191
1126614,tt5475678,3.6,241
1126618,tt5475734,5.5,2329
1126631,tt5476076,6.2,19
1126713,tt5476908,3.8,8
1126717,tt5476944,7.6,1371
1126720,tt5477002,4.1,28
1126726,tt5477194,8.0,3509
1126728,tt5477228,5.8,30
1126737,tt5477340,8.1,8
1126738,tt5477354,6.2,84
1126743,tt5477402,7.2,1779
1126757,tt5477566,6.0,7528
1126760,tt5477608,6.6,5861
1126785,tt5478446,7.3,179
1126787,tt5478478,7.2,90787
1126798,tt5478654,3.7,94
1126806,tt5478698,6.0,76
1126807,tt5478700,3.2,226
1126814,tt5478746,2.6,549
1126831,tt5478868,8.0,51
1126835,tt5478918,5.5,136
1126839,tt5479010,5.9,143
1126921,tt5479616,5.1,4921
1126924,tt5479700,5.7,789
1126935,tt5479924,5.6,14
1126991,tt5480768,4.9,72
1126993,tt5480782,6.7,3906
1127010,tt5481010,5.2,579
1127031,tt5481180,5.7,154
1127032,tt5481184,4.5,2826
1127034,tt5481272,3.4,13
1127037,tt5481404,4.7,3185
1127039,tt5481608,4.6,361
1127041,tt5481984,2.2,1160
1127068,tt5482242,4.7,220
1127081,tt5482570,5.7,650
1127085,tt5482644,8.4,91
1127087,tt5482752,3.4,132
1127091,tt5482846,4.1,37
1127100,tt5483082,6.0,1252
1127111,tt5483330,8.5,22
1127158,tt5483626,5.5,1951
1127159,tt5483634,5.5,35
1127182,tt5483940,4.1,125
1127216,tt5485410,6.0,6
1127221,tt5485464,6.4,29
1127223,tt5485482,3.8,326
1127227,tt5485522,6.0,487
1127236,tt5485578,4.0,324
1127245,tt5486170,6.9,829
1127276,tt5486552,4.6,214
1127365,tt5487524,4.4,1093
1127381,tt5487734,5.9,68
1127400,tt5488222,7.0,13
1127436,tt5488854,7.0,1978
1127437,tt5488870,5.3,108
1127438,tt5488974,5.4,90
1127439,tt5489004,5.6,195
1127440,tt5489010,6.1,14
1127459,tt5489156,6.5,49
1127462,tt5489164,4.0,36
1127473,tt5489276,3.7,30
1127557,tt5489950,6.7,22
1127587,tt5490470,6.5,258
1127634,tt5490848,7.1,90
1127635,tt5490868,3.1,12
1127636,tt5490896,5.3,57
1127678,tt5491574,5.5,24
1127719,tt5492260,6.2,450
1127732,tt5492496,4.7,283
1127733,tt5492502,6.4,491
1127740,tt5492608,7.9,74
1127747,tt5492732,3.4,21
1127760,tt5492906,5.5,1017
1127771,tt5493172,6.5,92
1127785,tt5493404,3.9,291
1127796,tt5493516,6.1,235
1127809,tt5493684,5.6,45
1127823,tt5493944,4.3,9346
1127871,tt5494586,4.6,40
1127875,tt5494608,5.7,24
1127879,tt5494656,6.9,63
1127898,tt5494960,7.3,10
1127908,tt5495040,7.3,384
1127912,tt5495122,6.6,507
1127914,tt5495230,8.8,66
1127917,tt5495248,5.7,14
1127949,tt5495726,6.8,641
1127984,tt5496204,6.1,114
1128007,tt5496554,5.6,36
1128011,tt5496628,7.0,105
1128022,tt5496754,6.3,48
1128030,tt5496926,6.1,1880
1128043,tt5497228,5.7,38
1128055,tt5497458,5.4,3091
1128063,tt5497610,7.6,12
1128085,tt5497824,6.3,136
1128086,tt5497852,4.5,163
1128108,tt5498056,7.2,122
1128130,tt5498354,4.8,10789
1128139,tt5498536,7.2,74
1128220,tt5498924,6.6,23
1128273,tt5500148,6.2,5301
1128276,tt5500166,5.8,13
1128280,tt5500218,5.7,51139
1128282,tt5500308,4.3,99
1128295,tt5500590,8.3,7
1128339,tt5501104,7.0,32631
1128341,tt5501124,7.6,743
1128348,tt5501158,7.4,1172
1128374,tt5502078,8.1,9
1128392,tt5502524,5.8,156
1128426,tt5502816,7.4,1000
1128438,tt5502946,5.8,908
1128455,tt5503266,6.7,554
1128468,tt5503472,5.3,1136
1128477,tt5503594,7.1,1615
1128479,tt5503686,6.3,104384
1128480,tt5503688,5.7,8040
1128487,tt5503786,4.9,141
1128488,tt5503824,4.0,551
1128531,tt5504810,4.8,436
1128580,tt5505722,4.4,736
1128589,tt5505862,6.6,14
1128599,tt5505992,4.5,562
1128646,tt5506764,9.0,79
1128655,tt5506864,4.6,359
1128688,tt5507620,6.4,22
1128704,tt5507860,7.4,637
1128749,tt5508046,7.0,12
1128855,tt5509412,5.3,330
1128863,tt5509728,2.5,27
1128943,tt5510934,9.0,5607
1128954,tt5511146,5.9,96
1128987,tt5511546,5.4,225
1129054,tt5512058,6.0,8
1129063,tt5512160,5.7,248
1129068,tt5512242,5.8,61
1129103,tt5512674,7.7,107
1129108,tt5512756,5.7,109
1129119,tt5512872,5.6,4116
1129126,tt5513098,5.9,409
1129132,tt5513174,7.9,19
1129161,tt5513718,4.7,128
1129174,tt5513920,6.1,2023
1129203,tt5514344,4.7,213
1129206,tt5514372,4.3,364
1129219,tt5514606,6.3,7
1129225,tt5514632,6.6,360
1129231,tt5514674,6.1,64
1129240,tt5514846,6.3,248
1129247,tt5514914,6.0,73
1129260,tt5515022,4.7,66
1129263,tt5515054,5.5,41
1129266,tt5515086,7.4,11
1129290,tt5515328,5.6,316
1129303,tt5515374,3.2,438
1129304,tt5515396,8.7,14
1129315,tt5515670,6.0,191
1129320,tt5515814,5.7,460
1129341,tt5516148,6.5,19
1129344,tt5516168,5.6,48
1129361,tt5516328,6.4,35788
1129366,tt5516404,4.9,563
1129374,tt5516586,4.6,259
1129382,tt5516760,6.3,12
1129396,tt5516872,8.7,15
1129407,tt5516944,6.7,72
1129425,tt5517438,6.7,5236
1129470,tt5518022,7.8,3550
1129478,tt5518128,4.3,1025
1129482,tt5518158,2.5,224
1129483,tt5518168,4.4,415
1129499,tt5518358,5.1,1989
1129535,tt5518756,5.1,512
1129542,tt5518902,4.6,364
1129557,tt5519250,6.6,627
1129565,tt5519340,6.3,196182
1129593,tt5520358,5.7,72
1129603,tt5520614,5.6,38
1129604,tt5520618,6.3,372
1129605,tt5520620,4.6,11
1129637,tt5521056,6.0,95
1129661,tt5521550,5.5,3070
1129664,tt5521594,6.7,719
1129680,tt5521724,6.5,112
1129710,tt5522310,3.9,509
1129736,tt5523004,3.4,374
1129737,tt5523010,5.6,35566
1129749,tt5523174,7.6,2491
1129752,tt5523254,6.8,10
1129754,tt5523324,4.7,69
1129843,tt5524320,6.4,58
1129857,tt5524548,5.5,12
1129870,tt5524630,5.1,1074
1129876,tt5524712,8.5,14
1129906,tt5525014,4.0,102
1129939,tt5525418,6.7,344
1129942,tt5525504,6.1,73
1129943,tt5525506,3.0,98
1129982,tt5525790,8.4,57
1129984,tt5526028,7.7,3093
1129987,tt5526064,7.4,21
1130002,tt5526536,3.5,120
1130066,tt5527442,6.3,8
1130098,tt5527892,4.2,26
1130121,tt5528278,6.7,1714
1130227,tt5529534,9.1,29
1130232,tt5529600,5.9,13
1130261,tt5529876,7.3,8
1130327,tt5530838,7.2,60
1130329,tt5530860,6.8,5
1130351,tt5531032,4.3,1190
1130357,tt5531298,3.2,487
1130360,tt5531322,3.9,8
1130362,tt5531368,7.9,20
1130375,tt5531618,6.8,49
1130392,tt5532160,6.3,116
1130402,tt5532280,4.3,1400
1130410,tt5532370,5.5,1259
1130443,tt5533012,3.9,60
1130453,tt5533094,8.2,17
1130466,tt5533326,6.1,9
1130467,tt5533370,5.4,8284
1130476,tt5533488,8.0,11
1130510,tt5533938,2.9,276
1130522,tt5534122,4.5,2650
1130542,tt5534434,5.5,6521
1130543,tt5534436,7.6,5558
1130612,tt5535814,7.1,872
1130615,tt5535942,5.6,4401
1130634,tt5536316,8.0,123
1130647,tt5536610,7.2,20973
1130650,tt5536736,6.9,52243
1130676,tt5537096,7.6,75
1130681,tt5537140,5.6,4553
1130687,tt5537228,6.4,4305
1130688,tt5537300,6.8,76
1130691,tt5537330,6.0,105
1130698,tt5537378,7.1,333
1130729,tt5537600,6.9,196
1130731,tt5537614,7.2,1488
1130732,tt5537686,6.3,511
1130735,tt5537744,5.2,22
1130771,tt5538068,6.0,94
1130778,tt5538118,7.6,1033
1130779,tt5538124,3.5,83
1130806,tt5538568,6.1,1220
1130807,tt5538612,5.5,108
1130820,tt5538670,6.9,2304
1130824,tt5538704,4.9,3541
1130832,tt5538800,6.6,5542
1130841,tt5538984,7.1,60
1130846,tt5539052,6.0,11447
1130847,tt5539054,4.7,13913
1130860,tt5539186,1.5,150
1130865,tt5539284,5.7,428
1130881,tt5539376,6.6,204
1130893,tt5539466,6.3,307
1130895,tt5539474,6.2,232
1130926,tt5539924,4.5,237
1130935,tt5540040,7.0,15
1130939,tt5540072,6.5,11
1130941,tt5540086,7.7,13
1130949,tt5540188,6.7,8887
1130951,tt5540194,6.2,735
1130952,tt5540196,8.8,14
1131000,tt5540622,3.9,145
1131023,tt5540898,7.9,33
1131037,tt5540992,6.4,8071
1131038,tt5541002,6.8,967
1131049,tt5541132,7.1,1911
1131051,tt5541140,4.9,27
1131053,tt5541180,6.1,34
1131054,tt5541186,6.0,141
1131058,tt5541240,6.8,52525
1131067,tt5541426,7.3,898
1131073,tt5541542,4.8,80
1131106,tt5542208,6.2,34
1131135,tt5542434,6.2,184
1131158,tt5542802,4.7,8344
1131162,tt5542820,7.9,40
1131166,tt5542878,3.9,295
1131256,tt5543588,6.2,17
1131257,tt5543594,7.1,54
1131259,tt5543600,5.4,1167
1131260,tt5543604,5.5,778
1131264,tt5543678,3.6,255
1131285,tt5544018,7.5,86
1131296,tt5544224,3.7,211
1131311,tt5544384,7.3,8630
1131339,tt5544700,6.7,875
1131342,tt5544722,8.6,180
1131348,tt5544754,3.9,202
1131397,tt5545254,6.9,444
1131437,tt5545674,7.6,3042
1131444,tt5545862,6.7,1102
1131445,tt5545866,6.8,43
1131447,tt5545880,7.3,581
1131462,tt5545984,7.1,408
1131464,tt5545996,5.4,21
1131477,tt5546268,6.6,19
1131478,tt5546270,4.3,35
1131489,tt5546300,6.5,791
1131510,tt5546540,6.3,1015
1131511,tt5546566,3.9,24
1131540,tt5546904,5.5,160
1131632,tt5547880,7.0,91
1131635,tt5547910,5.3,921
1131713,tt5551590,5.0,158
1131717,tt5552086,8.7,2218
1131745,tt5553210,3.6,1081
1131771,tt5553782,7.2,18
1131774,tt5553810,7.0,289
1131803,tt5554046,7.0,20
1131806,tt5554204,4.0,104
1131815,tt5554356,5.4,322
1131855,tt5554998,5.6,74
1131870,tt5555174,2.8,310
1131915,tt5555502,7.0,11863
1131918,tt5555554,2.5,620
1131919,tt5555580,7.0,10
1131930,tt5555824,3.4,191
1131941,tt5556054,5.2,1675
1131944,tt5556068,6.8,256
1131950,tt5556152,7.4,774
1131972,tt5556766,8.7,28
1131975,tt5556784,6.7,3030
1132017,tt5557700,8.8,35
1132055,tt5559200,7.0,11
1132065,tt5559352,5.3,87
1132066,tt5559356,5.1,74
1132067,tt5559364,7.5,11
1132080,tt5559494,6.7,28
1132085,tt5559528,8.1,6790
1132087,tt5559544,6.9,89
1132108,tt5560592,6.7,1119
1132110,tt5560682,7.0,6
1132169,tt5562070,7.2,30473
1132197,tt5562812,3.2,9
1132198,tt5562832,6.5,123
1132224,tt5563192,7.3,183
1132225,tt5563194,5.5,422
1132234,tt5563324,5.3,19544
1132235,tt5563330,6.8,5076
1132236,tt5563334,6.7,44957
1132275,tt5563718,6.6,110
1132279,tt5563782,4.9,1801
1132281,tt5563862,4.7,1291
1132283,tt5563932,5.7,319
1132297,tt5564142,6.7,292
1132303,tt5564336,4.5,423
1132310,tt5564448,7.2,6
1132315,tt5564526,6.9,15
1132322,tt5564676,6.1,10
1132326,tt5564732,7.2,10
1132332,tt5564792,5.6,165
1132350,tt5564932,5.6,136
1132364,tt5565200,4.2,212
1132366,tt5565254,4.4,596
1132391,tt5565658,5.6,6
1132392,tt5565670,8.3,1669
1132403,tt5565806,5.2,42
1132409,tt5565914,5.7,38
1132464,tt5566778,4.7,1529
1132465,tt5566790,6.7,17265
1132474,tt5566946,5.3,400
1132610,tt5568962,3.7,20
1132618,tt5569034,8.3,12
1132649,tt5569310,8.5,908
1132651,tt5569344,3.3,405
1132668,tt5569614,7.6,59
1132669,tt5569618,6.6,351
1132674,tt5569768,8.3,10
1132740,tt5570680,5.8,353
1132757,tt5570992,8.0,31
1132772,tt5571230,6.1,345
1132817,tt5571656,7.0,5
1132827,tt5571734,8.1,46671
1132833,tt5571754,6.3,1410
1132846,tt5571814,5.8,313
1132858,tt5572232,5.8,425
1132877,tt5572720,6.0,577
1132887,tt5572856,4.6,130
1132922,tt5573404,7.3,19
1132937,tt5573852,5.7,234
1132956,tt5574080,6.4,64
1132958,tt5574092,6.9,20
1132961,tt5574102,8.0,11
1132997,tt5574292,6.4,14
1133004,tt5574372,5.3,1135
1133148,tt5575258,4.5,409
1133150,tt5575316,7.4,18
1133156,tt5575342,6.1,25
1133161,tt5575364,7.2,65
1133187,tt5575800,7.0,59
1133204,tt5575918,2.0,754
1133229,tt5576174,6.5,557
1133233,tt5576266,6.4,82
1133235,tt5576280,5.5,18
1133238,tt5576318,7.1,2202
1133240,tt5576334,4.4,719
1133241,tt5576336,5.0,142
1133253,tt5576776,4.4,49
1133268,tt5576912,3.1,141
1133287,tt5577076,7.2,7
1133289,tt5577098,7.3,11
1133316,tt5577494,6.5,5118
1133328,tt5577742,5.1,8717
1133343,tt5578028,7.1,61
1133357,tt5578150,4.5,788
1133359,tt5578250,5.9,17
1133370,tt5578604,5.0,162
1133380,tt5578722,6.3,118
1133411,tt5579352,9.3,8
1133412,tt5579356,3.5,296
1133416,tt5579428,8.3,18
1133417,tt5579442,7.0,57
1133458,tt5579976,5.6,142
1133459,tt5579982,5.6,474
1133463,tt5580036,7.5,229464
1133481,tt5580130,6.0,108
1133488,tt5580252,5.7,329
1133490,tt5580266,7.5,38462
1133492,tt5580306,3.5,205
1133498,tt5580390,7.3,434280
1133499,tt5580392,5.9,4840
1133507,tt5580516,7.8,75
1133510,tt5580536,4.0,4809
1133515,tt5580602,3.5,411
1133520,tt5580688,3.8,891
1133526,tt5580778,7.3,272
1133550,tt5581284,7.3,4760
1133561,tt5581572,8.0,7
1133575,tt5581752,3.9,2514
1133595,tt5582306,5.8,75
1133611,tt5582566,5.4,80
1133613,tt5582572,5.3,18
1133616,tt5582600,6.3,27
1133659,tt5582876,2.8,837
1133710,tt5583554,5.6,1389
1133722,tt5583930,3.6,241
1133765,tt5584140,6.1,299
1133809,tt5584718,9.0,11
1133810,tt5584732,6.5,2014
1133812,tt5584756,6.6,778
1133815,tt5584782,6.3,627
1133816,tt5584796,7.1,4781
1133820,tt5584852,5.9,103
1133831,tt5585240,7.3,9
1133832,tt5585272,5.8,9402
1133858,tt5585580,6.5,40
1133860,tt5585662,2.8,124
1133884,tt5585826,5.1,44
1133886,tt5585836,2.9,1773
1133904,tt5586052,7.2,1656
1133938,tt5586362,4.4,5062
1133966,tt5586694,7.2,7
1133975,tt5586830,8.2,19
1133977,tt5586914,6.7,1371
1133993,tt5587198,3.7,144
1134025,tt5588118,6.3,203
1134036,tt5588280,8.7,103
1134051,tt5588416,5.6,148
1134060,tt5588566,7.8,21
1134072,tt5588786,3.0,106
1134096,tt5588938,3.7,306
1134124,tt5589212,5.0,1071
1134135,tt5589362,5.0,982
1134140,tt5589660,7.4,559
1134241,tt5591458,5.1,297
1134246,tt5591540,6.1,436
1134261,tt5591666,5.7,10352
1134269,tt5591786,7.1,1224
1134273,tt5591822,6.0,265
1134274,tt5591834,5.6,258
1134278,tt5591954,7.4,32
1134288,tt5592140,8.1,14
1134300,tt5592248,6.3,59774
1134302,tt5592256,4.9,566
1134360,tt5592796,6.4,7672
1134370,tt5592878,6.4,12810
1134404,tt5593306,6.5,14
1134407,tt5593384,8.0,4685
1134409,tt5593416,5.9,605
1134413,tt5593442,7.1,12
1134457,tt5593838,3.8,9
1134487,tt5594412,9.1,33
1134491,tt5594444,4.1,699
1134503,tt5594608,8.0,22
1134517,tt5594898,7.5,41
1134523,tt5594956,7.0,21
1134526,tt5594968,7.3,29
1134527,tt5594970,4.0,71
1134541,tt5595168,6.7,22628
1134616,tt5596104,5.1,904
1134620,tt5596256,7.5,29
1134625,tt5596278,6.7,36
1134631,tt5596336,8.6,34
1134640,tt5596528,4.8,23
1134667,tt5597162,7.6,21
1134669,tt5597198,7.0,2658
1134684,tt5597408,6.8,1163
1134696,tt5597946,5.7,1482
1134711,tt5598100,7.2,2300
1134714,tt5598110,6.1,4612
1134717,tt5598160,6.5,2841
1134719,tt5598172,4.9,1653
1134724,tt5598206,7.3,950
1134725,tt5598212,6.8,43
1134726,tt5598216,7.2,6940
1134729,tt5598234,5.3,1449
1134731,tt5598246,7.4,17
1134737,tt5598292,5.1,15296
1134742,tt5598406,5.0,9
1134760,tt5598578,6.0,2520
1134778,tt5598868,4.7,1291
1134781,tt5598934,3.1,177
1134789,tt5599016,5.2,74
1134798,tt5599140,6.5,104
1134808,tt5599332,3.7,301
1134816,tt5599446,5.6,31
1134838,tt5599692,7.4,5997
1134847,tt5599818,6.4,2317
1134851,tt5599876,7.4,62
1134860,tt5599952,5.1,62
1134872,tt5600326,6.2,461
1134876,tt5600444,3.6,33
1134892,tt5600678,6.8,291
1134895,tt5600714,7.8,4865
1134966,tt5601792,5.9,289
1135042,tt5602872,8.4,15
1135045,tt5602892,7.2,10
1135056,tt5603022,3.8,12
1135074,tt5603212,5.0,1130
1135098,tt5603620,4.0,420
1135115,tt5603976,4.2,122
1135117,tt5604002,9.1,7
1135145,tt5604446,7.2,29
1135148,tt5604510,6.3,809
1135162,tt5604902,4.8,359
1135163,tt5605076,5.3,5029
1135177,tt5605556,5.5,118
1135195,tt5605730,3.3,245
1135209,tt5605834,6.8,78
1135256,tt5606268,6.2,941
1135279,tt5606538,6.6,4120
1135290,tt5606616,5.1,136
1135295,tt5606664,7.3,204020
1135312,tt5607028,5.3,20834
1135316,tt5607096,6.6,23827
1135317,tt5607098,3.7,334
1135367,tt5607714,7.5,28921
1135370,tt5607782,3.5,1710
1135372,tt5607810,4.8,215
1135395,tt5608000,4.3,1170
1135424,tt5608426,6.7,7
1135458,tt5608918,7.0,31
1135474,tt5609168,4.6,19
1135492,tt5609302,5.6,479
1135510,tt5609488,8.1,85
1135530,tt5609734,6.5,1690
1135566,tt5610362,7.3,843
1135574,tt5610554,6.9,61454
1135583,tt5610626,5.3,2752
1135591,tt5610746,4.3,253
1135607,tt5610950,4.7,160
1135633,tt5611404,4.1,78
1135637,tt5611424,5.1,138
1135638,tt5611432,5.5,152
1135646,tt5611636,4.1,23
1135647,tt5611648,8.3,3630
1135685,tt5612156,5.9,681
1135693,tt5612182,6.7,115
1135713,tt5612426,6.7,453
1135715,tt5612478,6.8,65
1135727,tt5612554,5.8,321
1135729,tt5612564,5.0,639
1135730,tt5612576,6.5,901
1135737,tt5612742,4.2,5236
1135763,tt5613108,6.2,18
1135764,tt5613124,7.6,32
1135778,tt5613402,6.0,1202
1135781,tt5613484,7.3,72639
1135798,tt5613746,7.8,21
1135803,tt5613786,4.8,108
1135806,tt5613834,6.2,7179
1135810,tt5613848,4.7,169
1135816,tt5613902,3.7,602
1135819,tt5613918,6.3,52
1135820,tt5613920,7.7,62
1135831,tt5614008,5.7,66
1135841,tt5614174,5.8,18
1135880,tt5614612,6.2,5923
1135893,tt5614984,6.7,1096
1135899,tt5615116,6.2,442
1135944,tt5615530,8.0,6
1135957,tt5615670,7.8,81
1135978,tt5615904,7.2,1542
1135997,tt5616176,6.3,8198
1135999,tt5616212,3.8,294
1136003,tt5616294,5.6,12191
1136027,tt5616506,3.7,177
1136070,tt5617172,6.1,501
1136075,tt5617254,4.4,142
1136079,tt5617310,5.3,1325
1136080,tt5617312,4.4,2400
1136101,tt5617898,8.4,178
1136104,tt5617916,1.9,4647
1136113,tt5618010,9.1,11
1136129,tt5618160,4.3,269
1136146,tt5618232,4.9,993
1136150,tt5618318,7.9,543
1136153,tt5618344,6.5,18
1136160,tt5618512,5.0,32
1136167,tt5618630,6.6,18
1136171,tt5618690,8.0,1236
1136172,tt5618692,5.7,418
1136180,tt5618752,6.6,2441
1136190,tt5618870,4.3,286
1136196,tt5619044,4.7,165
1136220,tt5619142,5.8,63
1136243,tt5619304,4.9,83
1136244,tt5619332,5.6,38374
1136258,tt5619656,7.4,9
1136303,tt5620124,6.8,6
1136333,tt5620786,6.1,7
1136358,tt5621300,5.9,38
1136378,tt5621712,6.1,141
1136415,tt5622262,8.9,406
1136418,tt5622284,7.2,297
1136424,tt5622412,4.7,7113
1136429,tt5622520,6.4,73
